tweet_type,time_posted,content,associated_tweet_id,comments,retweets,likes,views,extraction_date,tweet_id,content_cleaned,content_removed_gare,content_removed_sw,content_cleand_str,word_counts,bigram_counts,trigram_counts,is_problem,date,engagement,label
Normal,2024-05-16 03:11:42, Le trafic est perturbé entre Cergy-Le Haut - Poissy et Nanterre Préfecture en répercussion d'une panne électrique à Maisons-Laffitte. #RERA,,4,4,8,17046,2024-08-05 10:50:15.602354,ec0a90a8-0a9d-43cb-bbc1-32da96d0e02c, le trafic est perturbe entre cergy le haut poissy et nanterre prefecture en repercussion d une panne electrique a maisons laffitte rera, le trafic est perturbe entre   et  en repercussion d une panne electrique a  rera,"['trafic', 'perturbe', 'entre', 'repercussion', 'panne', 'electrique']",trafic perturbe entre repercussion panne electrique,"Counter({'trafic': 1, 'perturbe': 1, 'entre': 1, 'repercussion': 1, 'panne': 1, 'electrique': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'entre'): 1, ('entre', 'repercussion'): 1, ('repercussion', 'panne'): 1, ('panne', 'electrique'): 1})","Counter({('trafic', 'perturbe', 'entre'): 1, ('perturbe', 'entre', 'repercussion'): 1, ('entre', 'repercussion', 'panne'): 1, ('repercussion', 'panne', 'electrique'): 1})",True,2024-05-16 03:11:42,0.0938636630294497,
Réponse,2024-05-16 03:24:43, Le trafic est interrompu entre Cergy-Le Haut • Poissy et Nanterre-Préfecture et perturbé sur le reste de la ligne et reprendra vers 07:30. Cela fait suite à une panne électrique à Maisons-Laffitte. #RERA,,10,6,2,4791,2024-08-05 10:50:26.259297,ec0a90a8-0a9d-43cb-bbc1-32da96d0e02c, le trafic est interrompu entre cergy le haut poissy et nanterre prefecture et perturbe sur le reste de la ligne et reprendra vers cela fait suite a une panne electrique a maisons laffitte rera, le trafic est interrompu entre   et  et perturbe sur le reste de la ligne et reprendra vers cela fait suite a une panne electrique a  rera,"['trafic', 'interrompu', 'entre', 'perturbe', 'reste', 'ligne', 'reprendra', 'cela', 'fait', 'suite', 'panne', 'electrique']",trafic interrompu entre perturbe reste ligne reprendra cela fait suite panne electrique,"Counter({'trafic': 1, 'interrompu': 1, 'entre': 1, 'perturbe': 1, 'reste': 1, 'ligne': 1, 'reprendra': 1, 'cela': 1, 'fait': 1, 'suite': 1, 'panne': 1, 'electrique': 1})","Counter({('trafic', 'interrompu'): 1, ('interrompu', 'entre'): 1, ('entre', 'perturbe'): 1, ('perturbe', 'reste'): 1, ('reste', 'ligne'): 1, ('ligne', 'reprendra'): 1, ('reprendra', 'cela'): 1, ('cela', 'fait'): 1, ('fait', 'suite'): 1, ('suite', 'panne'): 1, ('panne', 'electrique'): 1})","Counter({('trafic', 'interrompu', 'entre'): 1, ('interrompu', 'entre', 'perturbe'): 1, ('entre', 'perturbe', 'reste'): 1, ('perturbe', 'reste', 'ligne'): 1, ('reste', 'ligne', 'reprendra'): 1, ('ligne', 'reprendra', 'cela'): 1, ('reprendra', 'cela', 'fait'): 1, ('cela', 'fait', 'suite'): 1, ('fait', 'suite', 'panne'): 1, ('suite', 'panne', 'electrique'): 1})",True,2024-05-16 03:24:43,0.3757044458359423,
Réponse,2024-05-16 04:10:26, Le trafic reprend entre Cergy-Le Haut • Poissy et Nanterre-Préfecture mais reste perturbé sur l'ensemble sur la ligne. #RERA,,8,1,4,10750,2024-08-05 10:50:26.544905,ec0a90a8-0a9d-43cb-bbc1-32da96d0e02c, le trafic reprend entre cergy le haut poissy et nanterre prefecture mais reste perturbe sur l ensemble sur la ligne rera, le trafic reprend entre   et  mais reste perturbe sur l ensemble sur la ligne rera,"['trafic', 'reprend', 'entre', 'reste', 'perturbe', 'ensemble', 'ligne']",trafic reprend entre reste perturbe ensemble ligne,"Counter({'trafic': 1, 'reprend': 1, 'entre': 1, 'reste': 1, 'perturbe': 1, 'ensemble': 1, 'ligne': 1})","Counter({('trafic', 'reprend'): 1, ('reprend', 'entre'): 1, ('entre', 'reste'): 1, ('reste', 'perturbe'): 1, ('perturbe', 'ensemble'): 1, ('ensemble', 'ligne'): 1})","Counter({('trafic', 'reprend', 'entre'): 1, ('reprend', 'entre', 'reste'): 1, ('entre', 'reste', 'perturbe'): 1, ('reste', 'perturbe', 'ensemble'): 1, ('perturbe', 'ensemble', 'ligne'): 1})",True,2024-05-16 04:10:26,0.1209302325581395,
Réponse,2024-05-16 04:36:33," Le trafic est perturbé entre Cergy-Le Haut • Poissy et Nanterre-Préfecture, en répercussion d'une panne électrique à Maisons-Laffitte. #RERA",,10,2,2,19214,2024-08-05 10:50:26.718203,ec0a90a8-0a9d-43cb-bbc1-32da96d0e02c, le trafic est perturbe entre cergy le haut poissy et nanterre prefecture en repercussion d une panne electrique a maisons laffitte rera, le trafic est perturbe entre   et  en repercussion d une panne electrique a  rera,"['trafic', 'perturbe', 'entre', 'repercussion', 'panne', 'electrique']",trafic perturbe entre repercussion panne electrique,"Counter({'trafic': 1, 'perturbe': 1, 'entre': 1, 'repercussion': 1, 'panne': 1, 'electrique': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'entre'): 1, ('entre', 'repercussion'): 1, ('repercussion', 'panne'): 1, ('panne', 'electrique'): 1})","Counter({('trafic', 'perturbe', 'entre'): 1, ('perturbe', 'entre', 'repercussion'): 1, ('entre', 'repercussion', 'panne'): 1, ('repercussion', 'panne', 'electrique'): 1})",True,2024-05-16 04:36:33,0.0728635370042677,
Réponse,2024-05-16 03:45:39,"Bonjour,  oui il ya des trains à Chatelet. Par contre aucun de ses trains ne se dirigera vers Cergy le Hautou Poissy. Désolé de la gêne occasionnée. Teji",,0,0,0,676,2024-08-05 10:50:26.869126,ec0a90a8-0a9d-43cb-bbc1-32da96d0e02c,bonjour oui il ya des trains a chatelet par contre aucun de ses trains ne se dirigera vers cergy le hautou poissy desole de la gene occasionnee teji,bonjour oui il ya des trains a chatelet par contre aucun de ses trains ne se dirigera vers ou  desole de la gene occasionnee teji,"['bonjour', 'oui', 'ya', 'trains', 'chatelet', 'contre', 'aucun', 'trains', 'dirigera', 'desole', 'gene', 'occasionnee', 'teji']",bonjour oui ya trains chatelet contre aucun trains dirigera desole gene occasionnee teji,"Counter({'trains': 2, 'bonjour': 1, 'oui': 1, 'ya': 1, 'chatelet': 1, 'contre': 1, 'aucun': 1, 'dirigera': 1, 'desole': 1, 'gene': 1, 'occasionnee': 1, 'teji': 1})","Counter({('bonjour', 'oui'): 1, ('oui', 'ya'): 1, ('ya', 'trains'): 1, ('trains', 'chatelet'): 1, ('chatelet', 'contre'): 1, ('contre', 'aucun'): 1, ('aucun', 'trains'): 1, ('trains', 'dirigera'): 1, ('dirigera', 'desole'): 1, ('desole', 'gene'): 1, ('gene', 'occasionnee'): 1, ('occasionnee', 'teji'): 1})","Counter({('bonjour', 'oui', 'ya'): 1, ('oui', 'ya', 'trains'): 1, ('ya', 'trains', 'chatelet'): 1, ('trains', 'chatelet', 'contre'): 1, ('chatelet', 'contre', 'aucun'): 1, ('contre', 'aucun', 'trains'): 1, ('aucun', 'trains', 'dirigera'): 1, ('trains', 'dirigera', 'desole'): 1, ('dirigera', 'desole', 'gene'): 1, ('desole', 'gene', 'occasionnee'): 1, ('gene', 'occasionnee', 'teji'): 1})",True,2024-05-16 03:45:39,0.0,
Normal,2024-05-15 19:53:57,Le trafic est perturbé entre Vincennes et Marne La Vallée-Chessy en raison d'un incident d'exploitation à Vincennes. #RERA,,3,0,7,18846,2024-08-05 10:50:36.819932,cd9f9d07-372a-43e2-93ea-fccc89c1eeae,le trafic est perturbe entre vincennes et marne la vallee chessy en raison d un incident d exploitation a vincennes rera,le trafic est perturbe entre  et  en raison d un incident d exploitation a  rera,"['trafic', 'perturbe', 'entre', 'raison', 'incident', 'exploitation']",trafic perturbe entre raison incident exploitation,"Counter({'trafic': 1, 'perturbe': 1, 'entre': 1, 'raison': 1, 'incident': 1, 'exploitation': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'entre'): 1, ('entre', 'raison'): 1, ('raison', 'incident'): 1, ('incident', 'exploitation'): 1})","Counter({('trafic', 'perturbe', 'entre'): 1, ('perturbe', 'entre', 'raison'): 1, ('entre', 'raison', 'incident'): 1, ('raison', 'incident', 'exploitation'): 1})",True,2024-05-15 19:53:57,0.0530616576461848,
Réponse,2024-05-15 21:37:10,Le trafic est interrompu entre Auber et Nation et reprendra vers 01:00. Cela fait suite à un bagage oublié à Châtelet – Les Halles. #RERA,,2,3,1,3003,2024-08-05 10:50:49.008533,cd9f9d07-372a-43e2-93ea-fccc89c1eeae,le trafic est interrompu entre auber et nation et reprendra vers cela fait suite a un bagage oublie a chatelet les halles rera,le trafic est interrompu entre  et  et reprendra vers cela fait suite a un bagage oublie a  rera,"['trafic', 'interrompu', 'entre', 'reprendra', 'cela', 'fait', 'suite', 'bagage', 'oublie']",trafic interrompu entre reprendra cela fait suite bagage oublie,"Counter({'trafic': 1, 'interrompu': 1, 'entre': 1, 'reprendra': 1, 'cela': 1, 'fait': 1, 'suite': 1, 'bagage': 1, 'oublie': 1})","Counter({('trafic', 'interrompu'): 1, ('interrompu', 'entre'): 1, ('entre', 'reprendra'): 1, ('reprendra', 'cela'): 1, ('cela', 'fait'): 1, ('fait', 'suite'): 1, ('suite', 'bagage'): 1, ('bagage', 'oublie'): 1})","Counter({('trafic', 'interrompu', 'entre'): 1, ('interrompu', 'entre', 'reprendra'): 1, ('entre', 'reprendra', 'cela'): 1, ('reprendra', 'cela', 'fait'): 1, ('cela', 'fait', 'suite'): 1, ('fait', 'suite', 'bagage'): 1, ('suite', 'bagage', 'oublie'): 1})",True,2024-05-15 21:37:10,0.1998001998001998,
Réponse,2024-05-15 21:48:46,Le trafic reprend mais reste perturbé sur l'ensemble de la ligne en répercussion d'un bagage oublié à Châtelet – Les Halles. #RERA,,5,0,3,9165,2024-08-05 10:50:49.200570,cd9f9d07-372a-43e2-93ea-fccc89c1eeae,le trafic reprend mais reste perturbe sur l ensemble de la ligne en repercussion d un bagage oublie a chatelet les halles rera,le trafic reprend mais reste perturbe sur l ensemble de la ligne en repercussion d un bagage oublie a  rera,"['trafic', 'reprend', 'reste', 'perturbe', 'ensemble', 'ligne', 'repercussion', 'bagage', 'oublie']",trafic reprend reste perturbe ensemble ligne repercussion bagage oublie,"Counter({'trafic': 1, 'reprend': 1, 'reste': 1, 'perturbe': 1, 'ensemble': 1, 'ligne': 1, 'repercussion': 1, 'bagage': 1, 'oublie': 1})","Counter({('trafic', 'reprend'): 1, ('reprend', 'reste'): 1, ('reste', 'perturbe'): 1, ('perturbe', 'ensemble'): 1, ('ensemble', 'ligne'): 1, ('ligne', 'repercussion'): 1, ('repercussion', 'bagage'): 1, ('bagage', 'oublie'): 1})","Counter({('trafic', 'reprend', 'reste'): 1, ('reprend', 'reste', 'perturbe'): 1, ('reste', 'perturbe', 'ensemble'): 1, ('perturbe', 'ensemble', 'ligne'): 1, ('ensemble', 'ligne', 'repercussion'): 1, ('ligne', 'repercussion', 'bagage'): 1, ('repercussion', 'bagage', 'oublie'): 1})",True,2024-05-15 21:48:46,0.0872885979268958,
Réponse,2024-05-15 22:02:00,"Le trafic est perturbé sur l'ensemble de la ligne,  en raison d'un bagage oublié   à Châtelet – Les Halles. #RERA",,2,0,1,4016,2024-08-05 10:50:49.392446,cd9f9d07-372a-43e2-93ea-fccc89c1eeae,le trafic est perturbe sur l ensemble de la ligne en raison d un bagage oublie a chatelet les halles rera,le trafic est perturbe sur l ensemble de la ligne en raison d un bagage oublie a  rera,"['trafic', 'perturbe', 'ensemble', 'ligne', 'raison', 'bagage', 'oublie']",trafic perturbe ensemble ligne raison bagage oublie,"Counter({'trafic': 1, 'perturbe': 1, 'ensemble': 1, 'ligne': 1, 'raison': 1, 'bagage': 1, 'oublie': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'ensemble'): 1, ('ensemble', 'ligne'): 1, ('ligne', 'raison'): 1, ('raison', 'bagage'): 1, ('bagage', 'oublie'): 1})","Counter({('trafic', 'perturbe', 'ensemble'): 1, ('perturbe', 'ensemble', 'ligne'): 1, ('ensemble', 'ligne', 'raison'): 1, ('ligne', 'raison', 'bagage'): 1, ('raison', 'bagage', 'oublie'): 1})",True,2024-05-15 22:02:00,0.0747011952191235,
Normal,2024-05-15 17:37:31,Le train actuellement à Noisy-le-Grand-Mont d'Est et en direction de Torcy stationne en raison d'un incident voyageur. #RERA,,1,0,5,10415,2024-08-05 10:50:49.797190,68ba06f4-e3be-442c-8ae8-38e18f350ab6,le train actuellement a noisy le grand mont d est et en direction de torcy stationne en raison d un incident voyageur rera,le train actuellement a  et en direction de  stationne en raison d un incident voyageur rera,"['stationne', 'raison', 'incident', 'voyageur']",stationne raison incident voyageur,"Counter({'stationne': 1, 'raison': 1, 'incident': 1, 'voyageur': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'incident'): 1, ('incident', 'voyageur'): 1})","Counter({('stationne', 'raison', 'incident'): 1, ('raison', 'incident', 'voyageur'): 1})",True,2024-05-15 17:37:31,0.0576092174747959,
Réponse,2024-05-15 17:44:19,Fin de stationnement à Noisy-le-Grand-Mont d'Est.  Le train repart en direction de Torcy (incident voyageur). #RERA,,0,0,3,4763,2024-08-05 10:51:02.504631,68ba06f4-e3be-442c-8ae8-38e18f350ab6,fin de stationnement a noisy le grand mont d est le train repart en direction de torcy incident voyageur rera,fin de stationnement a  le train repart en direction de  incident voyageur rera,"['fin', 'stationnement', 'repart', 'incident', 'voyageur']",fin stationnement repart incident voyageur,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'incident': 1, 'voyageur': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'incident'): 1, ('incident', 'voyageur'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'incident'): 1, ('repart', 'incident', 'voyageur'): 1})",True,2024-05-15 17:44:19,0.0629855133319336,
Normal,2024-05-15 17:17:47,Le train actuellement à La Défense et en direction de Rueil-Malmaison stationne en raison de l'intervention des agents. #RERA,,2,0,6,9546,2024-08-05 10:51:02.811300,68093a56-0435-4f8e-b9b2-c354a7192fdf,le train actuellement a la defense et en direction de rueil malmaison stationne en raison de l intervention des agents rera,le train actuellement a  et en direction de  stationne en raison de l intervention des agents rera,"['stationne', 'raison', 'intervention', 'agents']",stationne raison intervention agents,"Counter({'stationne': 1, 'raison': 1, 'intervention': 1, 'agents': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'intervention'): 1, ('intervention', 'agents'): 1})","Counter({('stationne', 'raison', 'intervention'): 1, ('raison', 'intervention', 'agents'): 1})",True,2024-05-15 17:17:47,0.0838047349675256,
Réponse,2024-05-15 17:22:22,Fin de stationnement à La Défense. Le train repart en direction de Rueil-Malmaison (bagage oublié). #RERA,,0,1,3,4110,2024-08-05 10:51:14.110655,68093a56-0435-4f8e-b9b2-c354a7192fdf,fin de stationnement a la defense le train repart en direction de rueil malmaison bagage oublie rera,fin de stationnement a  le train repart en direction de  bagage oublie rera,"['fin', 'stationnement', 'repart', 'bagage', 'oublie']",fin stationnement repart bagage oublie,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'bagage': 1, 'oublie': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'bagage'): 1, ('bagage', 'oublie'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'bagage'): 1, ('repart', 'bagage', 'oublie'): 1})",True,2024-05-15 17:22:22,0.097323600973236,
Normal,2024-05-15 15:10:25,Le train actuellement à Boissy-Saint-Léger et en direction de Cergy-le Haut stationne en raison de l'actionnement d'un signal d'alarme. #RERA,,3,0,4,9303,2024-08-05 10:51:28.924377,27d28259-608d-48fc-821d-a0b07595fd09,le train actuellement a boissy saint leger et en direction de cergy le haut stationne en raison de l actionnement d un signal d alarme rera,le train actuellement a  et en direction de  stationne en raison de l actionnement d un signal d alarme rera,"['stationne', 'raison', 'actionnement', 'signal', 'alarme']",stationne raison actionnement signal alarme,"Counter({'stationne': 1, 'raison': 1, 'actionnement': 1, 'signal': 1, 'alarme': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'actionnement'): 1, ('actionnement', 'signal'): 1, ('signal', 'alarme'): 1})","Counter({('stationne', 'raison', 'actionnement'): 1, ('raison', 'actionnement', 'signal'): 1, ('actionnement', 'signal', 'alarme'): 1})",True,2024-05-15 15:10:25,0.0752445447705041,
Réponse,2024-05-15 15:14:28,Fin de stationnement à Boissy-Saint-Léger. Le train repart en direction de Cergy-le Haut (incident voyageur). #RERA,,0,1,2,3860,2024-08-05 10:51:39.511357,27d28259-608d-48fc-821d-a0b07595fd09,fin de stationnement a boissy saint leger le train repart en direction de cergy le haut incident voyageur rera,fin de stationnement a  le train repart en direction de  incident voyageur rera,"['fin', 'stationnement', 'repart', 'incident', 'voyageur']",fin stationnement repart incident voyageur,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'incident': 1, 'voyageur': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'incident'): 1, ('incident', 'voyageur'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'incident'): 1, ('repart', 'incident', 'voyageur'): 1})",True,2024-05-15 15:14:28,0.077720207253886,
Normal,2024-05-15 15:00:02,[Nouvel article ] Besoin de contacter un de nos agents  ? On vous explique tout dans le nouvel article du blog #RERA ,,1,0,4,5519,2024-08-05 10:51:39.764783,ef549b84-51ec-49f9-8398-07d32ac9253f, nouvel article besoin de contacter un de nos agents on vous explique tout dans le nouvel article du blog rera , nouvel article besoin de contacter un de nos agents on vous explique tout dans le nouvel article du blog rera ,"['nouvel', 'article', 'besoin', 'contacter', 'agents', 'explique', 'tout', 'nouvel', 'article', 'blog']",nouvel article besoin contacter agents explique tout nouvel article blog,"Counter({'nouvel': 2, 'article': 2, 'besoin': 1, 'contacter': 1, 'agents': 1, 'explique': 1, 'tout': 1, 'blog': 1})","Counter({('nouvel', 'article'): 2, ('article', 'besoin'): 1, ('besoin', 'contacter'): 1, ('contacter', 'agents'): 1, ('agents', 'explique'): 1, ('explique', 'tout'): 1, ('tout', 'nouvel'): 1, ('article', 'blog'): 1})","Counter({('nouvel', 'article', 'besoin'): 1, ('article', 'besoin', 'contacter'): 1, ('besoin', 'contacter', 'agents'): 1, ('contacter', 'agents', 'explique'): 1, ('agents', 'explique', 'tout'): 1, ('explique', 'tout', 'nouvel'): 1, ('tout', 'nouvel', 'article'): 1, ('nouvel', 'article', 'blog'): 1})",False,2024-05-15 15:00:02,0.0905961224859576,
Normal,2024-05-15 14:26:29,Le train actuellement à Rueil-Malmaison et en direction de Saint-Germain-en-Laye stationne en raison de difficultés d'exploitation. #RERA,,1,0,3,6395,2024-08-05 10:51:49.778543,23b83fbc-72e3-4182-8cc0-bd2c4821beb8,le train actuellement a rueil malmaison et en direction de saint germain en laye stationne en raison de difficultes d exploitation rera,le train actuellement a  et en direction de  stationne en raison de difficultes d exploitation rera,"['stationne', 'raison', 'difficultes', 'exploitation']",stationne raison difficultes exploitation,"Counter({'stationne': 1, 'raison': 1, 'difficultes': 1, 'exploitation': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'difficultes'): 1, ('difficultes', 'exploitation'): 1})","Counter({('stationne', 'raison', 'difficultes'): 1, ('raison', 'difficultes', 'exploitation'): 1})",True,2024-05-15 14:26:29,0.0625488663017982,
Réponse,2024-05-15 14:29:16,Fin de stationnement à Rueil-Malmaison. Le train repart en direction de Saint-Germain-en-Laye (difficultés d'exploitation). #RERA,,0,0,2,3299,2024-08-05 10:51:59.733899,23b83fbc-72e3-4182-8cc0-bd2c4821beb8,fin de stationnement a rueil malmaison le train repart en direction de saint germain en laye difficultes d exploitation rera,fin de stationnement a  le train repart en direction de  difficultes d exploitation rera,"['fin', 'stationnement', 'repart', 'difficultes', 'exploitation']",fin stationnement repart difficultes exploitation,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'difficultes': 1, 'exploitation': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'difficultes'): 1, ('difficultes', 'exploitation'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'difficultes'): 1, ('repart', 'difficultes', 'exploitation'): 1})",True,2024-05-15 14:29:16,0.0606244316459533,
Normal,2024-05-15 11:17:03,Le train actuellement à Auber et en direction de Saint-Germain-en-Laye stationne en raison de l'actionnement d'un signal d'alarme. #RERA,,1,0,4,6809,2024-08-05 10:51:59.937758,7575d546-b1df-4471-841d-9bb0ea208fd7,le train actuellement a auber et en direction de saint germain en laye stationne en raison de l actionnement d un signal d alarme rera,le train actuellement a  et en direction de  stationne en raison de l actionnement d un signal d alarme rera,"['stationne', 'raison', 'actionnement', 'signal', 'alarme']",stationne raison actionnement signal alarme,"Counter({'stationne': 1, 'raison': 1, 'actionnement': 1, 'signal': 1, 'alarme': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'actionnement'): 1, ('actionnement', 'signal'): 1, ('signal', 'alarme'): 1})","Counter({('stationne', 'raison', 'actionnement'): 1, ('raison', 'actionnement', 'signal'): 1, ('actionnement', 'signal', 'alarme'): 1})",True,2024-05-15 11:17:03,0.0734322220590395,
Réponse,2024-05-15 11:19:43,Fin de stationnement à Auber. Le train repart en direction de Saint-Germain-en-Laye (intervention des agents). #RERA,,0,0,2,3935,2024-08-05 10:52:09.975202,7575d546-b1df-4471-841d-9bb0ea208fd7,fin de stationnement a auber le train repart en direction de saint germain en laye intervention des agents rera,fin de stationnement a  le train repart en direction de  intervention des agents rera,"['fin', 'stationnement', 'repart', 'intervention', 'agents']",fin stationnement repart intervention agents,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'intervention': 1, 'agents': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'intervention'): 1, ('intervention', 'agents'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'intervention'): 1, ('repart', 'intervention', 'agents'): 1})",True,2024-05-15 11:19:43,0.0508259212198221,
Normal,2024-05-15 10:16:06,Le train actuellement à Torcy et en direction de Marne-la-Vallée–Chessy stationne en raison d'un incident nécessitant l'intervention des agents. #RERA,,1,0,6,7658,2024-08-05 10:52:10.189433,8fa07737-2d4a-4dcd-9bd8-b409127aad62,le train actuellement a torcy et en direction de marne la vallee chessy stationne en raison d un incident necessitant l intervention des agents rera,le train actuellement a  et en direction de  stationne en raison d un incident necessitant l intervention des agents rera,"['stationne', 'raison', 'incident', 'necessitant', 'intervention', 'agents']",stationne raison incident necessitant intervention agents,"Counter({'stationne': 1, 'raison': 1, 'incident': 1, 'necessitant': 1, 'intervention': 1, 'agents': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'incident'): 1, ('incident', 'necessitant'): 1, ('necessitant', 'intervention'): 1, ('intervention', 'agents'): 1})","Counter({('stationne', 'raison', 'incident'): 1, ('raison', 'incident', 'necessitant'): 1, ('incident', 'necessitant', 'intervention'): 1, ('necessitant', 'intervention', 'agents'): 1})",True,2024-05-15 10:16:06,0.0914076782449725,
Réponse,2024-05-15 10:17:54,Fin de stationnement à Torcy. Le train repart en direction de Marne-la-Vallée–Chessy (intervention des agents). #RERA,,0,0,2,3510,2024-08-05 10:52:19.996994,8fa07737-2d4a-4dcd-9bd8-b409127aad62,fin de stationnement a torcy le train repart en direction de marne la vallee chessy intervention des agents rera,fin de stationnement a  le train repart en direction de  intervention des agents rera,"['fin', 'stationnement', 'repart', 'intervention', 'agents']",fin stationnement repart intervention agents,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'intervention': 1, 'agents': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'intervention'): 1, ('intervention', 'agents'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'intervention'): 1, ('repart', 'intervention', 'agents'): 1})",True,2024-05-15 10:17:54,0.0569800569800569,
Normal,2024-05-15 09:22:17,Le train actuellement à Nation et en direction de Torcy stationne en raison d'un incident nécessitant l'intervention des agents. #RERA,,2,0,3,5518,2024-08-05 10:52:28.894325,affa562b-6802-4875-8561-e5cc446de6be,le train actuellement a nation et en direction de torcy stationne en raison d un incident necessitant l intervention des agents rera,le train actuellement a  et en direction de  stationne en raison d un incident necessitant l intervention des agents rera,"['stationne', 'raison', 'incident', 'necessitant', 'intervention', 'agents']",stationne raison incident necessitant intervention agents,"Counter({'stationne': 1, 'raison': 1, 'incident': 1, 'necessitant': 1, 'intervention': 1, 'agents': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'incident'): 1, ('incident', 'necessitant'): 1, ('necessitant', 'intervention'): 1, ('intervention', 'agents'): 1})","Counter({('stationne', 'raison', 'incident'): 1, ('raison', 'incident', 'necessitant'): 1, ('incident', 'necessitant', 'intervention'): 1, ('necessitant', 'intervention', 'agents'): 1})",True,2024-05-15 09:22:17,0.0906125407756433,
Réponse,2024-05-15 09:23:04,Fin de stationnement à Nation. Le train repart en direction de Torcy (incident nécessitant l'intervention des agents). #RERA,,0,0,3,3285,2024-08-05 10:52:39.945458,affa562b-6802-4875-8561-e5cc446de6be,fin de stationnement a nation le train repart en direction de torcy incident necessitant l intervention des agents rera,fin de stationnement a  le train repart en direction de  incident necessitant l intervention des agents rera,"['fin', 'stationnement', 'repart', 'incident', 'necessitant', 'intervention', 'agents']",fin stationnement repart incident necessitant intervention agents,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'incident': 1, 'necessitant': 1, 'intervention': 1, 'agents': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'incident'): 1, ('incident', 'necessitant'): 1, ('necessitant', 'intervention'): 1, ('intervention', 'agents'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'incident'): 1, ('repart', 'incident', 'necessitant'): 1, ('incident', 'necessitant', 'intervention'): 1, ('necessitant', 'intervention', 'agents'): 1})",True,2024-05-15 09:23:04,0.091324200913242,
Normal,2024-05-15 05:35:58,Le train actuellement à La Défense et en direction de Rueil-Malmaison stationne en raison de l'actionnement d'un signal d'alarme. #RERA,,3,0,14,14820,2024-08-05 10:52:40.259899,13edb275-b79a-4463-b56f-3ba3cca4fa81,le train actuellement a la defense et en direction de rueil malmaison stationne en raison de l actionnement d un signal d alarme rera,le train actuellement a  et en direction de  stationne en raison de l actionnement d un signal d alarme rera,"['stationne', 'raison', 'actionnement', 'signal', 'alarme']",stationne raison actionnement signal alarme,"Counter({'stationne': 1, 'raison': 1, 'actionnement': 1, 'signal': 1, 'alarme': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'actionnement'): 1, ('actionnement', 'signal'): 1, ('signal', 'alarme'): 1})","Counter({('stationne', 'raison', 'actionnement'): 1, ('raison', 'actionnement', 'signal'): 1, ('actionnement', 'signal', 'alarme'): 1})",True,2024-05-15 05:35:58,0.1147098515519568,
